id,from_account,to_account,amount,currency_code,executed_at,status
439,1,11,79.17,CAD,2026-01-12T12:06:00,COMPLETED
818,15,20,7144.71,AUD,2026-01-10T16:05:00,FAILED
40,11,9,4124.97,AUD,2026-01-10T12:25:00,COMPLETED
283,7,8,5616.18,CHF,2026-01-10T12:49:00,COMPLETED
25,12,15,17997.3,SGD,2026-01-10T11:14:00,COMPLETED
533,2,13,17537.06,CHF,2026-01-12T17:03:00,COMPLETED
554,2,17,4493.0,CAD,2026-01-11T11:05:00,COMPLETED
698,5,2,5366.75,CAD,2026-01-10T16:30:00,COMPLETED
757,5,3,14611.3,JPY,2026-01-11T11:36:00,COMPLETED
128,10,19,11619.47,SGD,2026-01-10T15:34:00,COMPLETED
418,16,13,2299.24,SGD,2026-01-12T17:04:00,COMPLETED
734,19,4,11924.86,CHF,2026-01-10T17:24:00,COMPLETED
879,13,3,15865.15,CHF,2026-01-11T16:53:00,COMPLETED
77,13,14,10787.5,JPY,2026-01-11T11:17:00,COMPLETED
918,18,7,2811.2,AUD,2026-01-10T16:07:00,PENDING
920,9,17,13620.52,CHF,2026-01-10T09:23:00,COMPLETED
477,16,13,7057.06,CAD,2026-01-10T15:50:00,COMPLETED
41,10,15,6357.74,EUR,2026-01-10T15:39:00,COMPLETED
838,13,12,16807.26,GBP,2026-01-11T10:08:00,COMPLETED
240,15,2,2568.29,JPY,2026-01-12T13:23:00,COMPLETED
814,18,17,2092.39,AUD,2026-01-12T13:17:00,COMPLETED
611,19,7,18130.76,CHF,2026-01-12T16:30:00,PENDING
651,3,17,5920.32,EUR,2026-01-12T12:56:00,COMPLETED
635,1,19,10474.69,USD,2026-01-11T11:44:00,COMPLETED
443,14,5,4773.6,CHF,2026-01-11T14:44:00,FAILED
586,12,15,4844.94,JPY,2026-01-10T13:24:00,COMPLETED
254,8,12,18952.29,CHF,2026-01-10T12:12:00,PENDING
80,3,14,2757.2,SGD,2026-01-10T08:16:00,COMPLETED
821,13,6,14007.31,AUD,2026-01-11T15:31:00,COMPLETED
352,5,13,14247.96,GBP,2026-01-12T14:20:00,COMPLETED
9003,12,9,8033.19,XXL,2026-01-10T11:05:00,PENDING
484,14,3,5926.26,SGD,2026-01-10T09:01:00,COMPLETED
932,7,18,14157.33,AUD,2026-01-11T10:23:00,COMPLETED
347,8,19,16701.28,CAD,2026-01-12T16:21:00,COMPLETED
238,12,20,19963.1,CHF,2026-01-12T08:04:00,PENDING
997,7,11,9959.79,AUD,2026-01-10T17:19:00,COMPLETED
648,7,17,356.56,EUR,2026-01-10T16:18:00,FAILED
886,19,18,2789.72,JPY,2026-01-10T17:11:00,COMPLETED
502,7,14,14831.85,AUD,2026-01-10T16:50:00,COMPLETED
974,16,4,7726.38,SGD,2026-01-12T12:43:00,COMPLETED
323,17,5,7798.96,CHF,2026-01-10T13:41:00,COMPLETED
223,4,2,4806.87,SGD,2026-01-10T09:53:00,COMPLETED
551,20,4,8685.32,JPY,2026-01-11T13:42:00,PENDING
315,1,8,4161.33,EUR,2026-01-12T08:28:00,COMPLETED
471,13,10,14693.2,CHF,2026-01-10T10:46:00,COMPLETED
921,15,16,10053.93,EUR,2026-01-11T16:43:00,COMPLETED
452,9,3,484.91,EUR,2026-01-10T15:51:00,COMPLETED
388,1,16,2773.87,CAD,2026-01-12T16:41:00,COMPLETED
623,16,7,11836.28,CAD,2026-01-10T11:02:00,COMPLETED
514,9,10,3807.78,JPY,2026-01-10T17:25:00,PENDING
943,10,6,16123.17,CAD,2026-01-12T14:08:00,COMPLETED
711,18,16,3836.03,GBP,2026-01-12T13:20:00,FAILED
138,6,3,12209.36,CAD,2026-01-12T11:31:00,COMPLETED
853,9,8,9724.12,USD,2026-01-11T09:09:00,COMPLETED
556,1,4,8098.62,USD,2026-01-12T16:00:00,COMPLETED
787,10,20,13235.45,GBP,2026-01-11T17:23:00,COMPLETED
229,11,6,16616.15,SGD,2026-01-12T15:40:00,COMPLETED
251,19,3,2550.27,AUD,2026-01-12T09:28:00,COMPLETED
760,17,5,8629.78,GBP,2026-01-12T17:58:00,COMPLETED
649,18,19,6994.5,CHF,2026-01-10T17:12:00,COMPLETED
871,15,1,17935.42,GBP,2026-01-12T08:59:00,COMPLETED
540,1,3,18142.26,SGD,2026-01-10T09:49:00,COMPLETED
864,3,2,18773.18,JPY,2026-01-12T09:45:00,COMPLETED
697,16,12,9300.51,USD,2026-01-11T09:53:00,FAILED
723,7,17,13154.69,GBP,2026-01-12T16:26:00,FAILED
946,18,15,14219.43,GBP,2026-01-10T10:53:00,COMPLETED
579,3,6,19251.38,EUR,2026-01-11T08:27:00,COMPLETED
351,13,3,15454.74,CHF,2026-01-10T09:05:00,COMPLETED
719,19,9,1029.26,JPY,2026-01-12T09:00:00,COMPLETED
159,7,20,19423.31,USD,2026-01-11T11:08:00,COMPLETED
524,6,3,9777.24,GBP,2026-01-11T08:00:00,COMPLETED
413,7,5,18401.89,SGD,2026-01-10T09:57:00,COMPLETED
861,8,19,15421.42,AUD,2026-01-12T10:20:00,COMPLETED
222,5,18,18807.51,CAD,2026-01-10T12:15:00,COMPLETED
800,11,15,15690.58,CAD,2026-01-12T08:53:00,COMPLETED
915,9,20,10871.58,JPY,2026-01-12T09:39:00,COMPLETED
634,10,20,17541.49,CAD,2026-01-11T11:00:00,FAILED
954,12,14,12743.13,AUD,2026-01-10T12:18:00,COMPLETED
542,2,4,16272.91,USD,2026-01-11T13:51:00,PENDING
749,5,1,7563.3,USD,2026-01-11T10:03:00,COMPLETED
386,16,18,13883.99,GBP,2026-01-12T10:31:00,COMPLETED
989,17,2,7858.13,SGD,2026-01-12T14:39:00,PENDING
645,7,17,5755.83,USD,2026-01-12T16:33:00,PENDING
904,5,4,17040.44,SGD,2026-01-11T10:48:00,COMPLETED
967,5,9,18978.39,AUD,2026-01-11T10:54:00,COMPLETED
199,3,20,11901.89,CAD,2026-01-11T17:35:00,FAILED
525,9,7,15235.81,GBP,2026-01-12T10:31:00,FAILED
107,14,10,11394.16,USD,2026-01-12T09:48:00,COMPLETED
437,20,8,9305.34,SGD,2026-01-10T16:48:00,COMPLETED
696,8,3,3056.14,SGD,2026-01-10T13:26:00,COMPLETED
593,6,9,11183.78,JPY,2026-01-11T14:24:00,COMPLETED
501,15,11,5424.93,CAD,2026-01-12T09:12:00,COMPLETED
598,5,13,15945.57,CHF,2026-01-12T10:19:00,PENDING
395,7,19,13798.22,CAD,2026-01-10T17:08:00,COMPLETED
495,14,4,8318.13,GBP,2026-01-12T17:37:00,FAILED
123,20,8,14210.17,CHF,2026-01-12T08:35:00,COMPLETED
601,12,7,8282.46,GBP,2026-01-10T10:14:00,PENDING
592,5,1,9211.54,AUD,2026-01-10T09:04:00,COMPLETED
841,14,18,16410.42,CAD,2026-01-11T11:11:00,COMPLETED
48,9,6,14837.56,CAD,2026-01-12T08:07:00,COMPLETED
669,18,14,17133.36,JPY,2026-01-10T10:30:00,COMPLETED
986,11,13,8879.0,USD,2026-01-10T10:35:00,PENDING
488,9,19,1279.71,EUR,2026-01-10T13:51:00,COMPLETED
769,15,8,8579.74,USD,2026-01-12T14:46:00,COMPLETED
569,18,7,4057.74,CHF,2026-01-12T13:58:00,PENDING
381,6,12,6553.4,SGD,2026-01-10T12:42:00,COMPLETED
746,2,8,18981.37,GBP,2026-01-11T08:21:00,PENDING
409,5,19,4562.51,SGD,2026-01-10T08:44:00,COMPLETED
166,1,2,19971.81,CAD,2026-01-11T09:31:00,FAILED
587,13,9,10827.73,CHF,2026-01-10T16:52:00,FAILED
50,5,2,6199.75,USD,2026-01-11T11:43:00,COMPLETED
217,10,3,15274.18,CHF,2026-01-11T16:09:00,COMPLETED
133,5,3,9416.34,CHF,2026-01-11T17:44:00,COMPLETED
333,11,9,15279.04,SGD,2026-01-12T15:29:00,COMPLETED
464,12,19,11293.95,JPY,2026-01-11T16:19:00,COMPLETED
45,9,4,17799.77,GBP,2026-01-11T12:38:00,COMPLETED
847,18,1,9403.93,SGD,2026-01-12T13:26:00,COMPLETED
620,16,20,181.62,GBP,2026-01-11T10:14:00,COMPLETED
276,4,14,11694.86,USD,2026-01-12T15:16:00,PENDING
875,3,12,10715.79,AUD,2026-01-10T15:48:00,FAILED
492,7,5,901.38,EUR,2026-01-12T14:12:00,PENDING
472,19,13,17022.6,USD,2026-01-10T17:20:00,PENDING
84,5,16,13405.7,JPY,2026-01-11T12:49:00,COMPLETED
653,11,15,13647.81,USD,2026-01-11T09:16:00,COMPLETED
158,12,2,7992.89,JPY,2026-01-10T15:05:00,PENDING
639,16,9,19770.74,AUD,2026-01-12T14:47:00,COMPLETED
109,6,1,8199.93,SGD,2026-01-11T08:14:00,COMPLETED
383,15,20,3491.92,CHF,2026-01-12T17:05:00,PENDING
404,19,16,15776.66,USD,2026-01-10T09:40:00,COMPLETED
790,14,17,4236.42,JPY,2026-01-12T08:06:00,COMPLETED
292,2,6,8386.81,GBP,2026-01-10T14:50:00,COMPLETED
27,2,8,1394.64,USD,2026-01-11T09:32:00,COMPLETED
337,17,15,7495.35,SGD,2026-01-12T15:01:00,COMPLETED
97,8,10,13296.0,AUD,2026-01-11T16:33:00,COMPLETED
511,12,15,5077.37,SGD,2026-01-11T16:52:00,PENDING
914,1,3,7728.34,AUD,2026-01-12T08:18:00,COMPLETED
1005,10,6,754.76,CHF,2026-01-12T17:16:00,COMPLETED
427,1,6,9953.44,AUD,2026-01-12T16:50:00,FAILED
789,3,10,9442.8,EUR,2026-01-12T12:21:00,COMPLETED
676,15,5,17371.74,AUD,2026-01-11T17:36:00,COMPLETED
5,5,7,19146.4,AUD,2026-01-10T09:24:00,COMPLETED
637,18,14,11315.17,CHF,2026-01-12T14:48:00,COMPLETED
902,15,6,7777.24,GBP,2026-01-11T11:40:00,COMPLETED
521,19,20,1470.75,JPY,2026-01-12T09:55:00,PENDING
690,18,12,3811.99,CAD,2026-01-11T11:10:00,FAILED
656,11,3,11113.3,GBP,2026-01-11T13:22:00,COMPLETED
291,11,10,12935.66,EUR,2026-01-12T17:14:00,COMPLETED
670,6,14,10016.98,AUD,2026-01-11T12:16:00,COMPLETED
96,16,15,15869.01,EUR,2026-01-11T11:25:00,PENDING
358,9,16,2961.4,GBP,2026-01-11T12:26:00,COMPLETED
127,3,9,15464.87,CAD,2026-01-11T16:17:00,COMPLETED
949,16,4,13093.57,CHF,2026-01-11T10:31:00,PENDING
897,15,2,2133.2,USD,2026-01-12T10:10:00,COMPLETED
605,7,11,9742.93,AUD,2026-01-12T12:44:00,COMPLETED
469,11,5,19518.42,CAD,2026-01-12T15:41:00,COMPLETED
497,9,13,13113.01,SGD,2026-01-10T10:17:00,COMPLETED
366,3,14,13475.9,GBP,2026-01-12T12:15:00,COMPLETED
453,3,11,2494.43,SGD,2026-01-10T10:59:00,COMPLETED
42,4,3,10775.81,CHF,2026-01-10T13:56:00,COMPLETED
666,9,16,19172.61,AUD,2026-01-11T10:31:00,COMPLETED
119,18,2,9123.78,AUD,2026-01-11T13:07:00,FAILED
582,20,10,9836.49,AUD,2026-01-10T13:33:00,COMPLETED
969,17,7,14330.44,CHF,2026-01-10T16:00:00,FAILED
168,9,20,12679.88,AUD,2026-01-11T17:33:00,COMPLETED
596,4,10,15748.49,CHF,2026-01-12T09:18:00,FAILED
482,7,14,13959.07,CHF,2026-01-12T12:19:00,COMPLETED
37,19,16,10081.87,GBP,2026-01-10T16:05:00,COMPLETED
188,8,17,11196.54,AUD,2026-01-10T14:55:00,FAILED
236,18,10,6458.17,EUR,2026-01-11T12:19:00,COMPLETED
887,3,4,5514.17,CAD,2026-01-10T13:35:00,COMPLETED
683,10,15,12548.29,GBP,2026-01-12T10:01:00,COMPLETED
658,8,9,4175.23,JPY,2026-01-10T17:22:00,COMPLETED
55,13,11,5608.13,EUR,2026-01-11T13:41:00,COMPLETED
832,20,19,8970.84,JPY,2026-01-12T13:19:00,COMPLETED
570,5,6,10102.67,AUD,2026-01-12T09:48:00,COMPLETED
947,10,18,9837.18,CHF,2026-01-12T12:31:00,COMPLETED
842,20,1,11579.87,JPY,2026-01-12T16:17:00,COMPLETED
324,15,12,1894.66,JPY,2026-01-10T12:24:00,PENDING
169,15,17,12128.26,EUR,2026-01-12T09:54:00,PENDING
908,8,19,18927.73,USD,2026-01-11T08:02:00,COMPLETED
594,13,14,6362.26,CAD,2026-01-12T09:34:00,COMPLETED
530,10,15,14570.25,AUD,2026-01-11T10:21:00,COMPLETED
271,4,13,7495.31,AUD,2026-01-12T13:48:00,COMPLETED
270,17,15,15299.86,CHF,2026-01-12T17:07:00,COMPLETED
659,4,3,13532.45,SGD,2026-01-12T08:48:00,COMPLETED
441,8,17,8290.48,AUD,2026-01-11T09:37:00,COMPLETED
370,12,6,12957.65,USD,2026-01-12T14:48:00,COMPLETED
288,19,8,4887.04,JPY,2026-01-12T11:03:00,COMPLETED
975,8,18,8175.28,CAD,2026-01-10T09:57:00,COMPLETED
131,13,5,9931.81,USD,2026-01-10T16:37:00,COMPLETED
46,11,7,13765.57,CHF,2026-01-12T15:16:00,COMPLETED
913,13,6,15807.68,AUD,2026-01-12T15:45:00,PENDING
120,13,17,16507.3,USD,2026-01-12T16:29:00,COMPLETED
713,10,9,10855.04,SGD,2026-01-10T16:24:00,FAILED
146,12,5,1848.16,CHF,2026-01-11T14:11:00,COMPLETED
998,14,7,9964.19,EUR,2026-01-12T11:18:00,COMPLETED
544,6,11,7182.67,SGD,2026-01-12T12:56:00,FAILED
773,15,6,8478.12,USD,2026-01-12T16:57:00,COMPLETED
682,20,5,1732.01,CAD,2026-01-11T11:15:00,FAILED
622,4,8,8321.54,AUD,2026-01-12T09:30:00,PENDING
480,11,20,19706.26,SGD,2026-01-12T08:27:00,PENDING
348,5,3,10040.82,AUD,2026-01-10T09:27:00,COMPLETED
505,2,12,14107.45,CHF,2026-01-11T15:32:00,COMPLETED
516,13,2,11681.32,JPY,2026-01-11T11:43:00,COMPLETED
174,18,11,13416.76,CAD,2026-01-11T14:55:00,FAILED
684,12,11,17291.61,SGD,2026-01-12T12:35:00,COMPLETED
184,9,7,15111.12,EUR,2026-01-11T14:07:00,COMPLETED
859,2,4,18358.36,AUD,2026-01-11T17:58:00,PENDING
43,8,12,5735.5,SGD,2026-01-12T12:39:00,PENDING
573,7,9,15016.19,GBP,2026-01-11T12:09:00,COMPLETED
136,4,15,3368.98,CHF,2026-01-10T08:20:00,COMPLETED
380,1,7,4155.4,EUR,2026-01-12T09:51:00,COMPLETED
405,1,4,18592.19,GBP,2026-01-11T15:00:00,COMPLETED
1002,9,3,484.91,EUR,2026-01-10T15:51:00,COMPLETED
391,15,19,14863.24,SGD,2026-01-12T16:07:00,COMPLETED
1001,19,18,7027.71,GBP,2026-01-11T09:18:00,COMPLETED
798,19,20,19204.25,GBP,2026-01-10T13:53:00,COMPLETED
6,12,20,5327.19,USD,2026-01-12T15:34:00,COMPLETED
47,3,14,16595.49,USD,2026-01-10T13:49:00,COMPLETED
613,3,13,7309.12,USD,2026-01-12T11:54:00,PENDING
806,7,17,6081.25,EUR,2026-01-11T08:49:00,COMPLETED
363,11,10,14710.74,SGD,2026-01-12T11:20:00,COMPLETED
766,16,12,3720.33,CAD,2026-01-11T15:08:00,COMPLETED
241,19,2,12121.64,SGD,2026-01-11T13:28:00,FAILED
763,9,5,15593.2,EUR,2026-01-10T10:01:00,FAILED
956,18,11,17455.24,CHF,2026-01-11T13:06:00,COMPLETED
61,14,11,8077.89,CHF,2026-01-12T10:12:00,COMPLETED
571,18,16,11676.99,CAD,2026-01-12T16:18:00,COMPLETED
98,14,18,6649.29,SGD,2026-01-11T12:16:00,COMPLETED
75,18,15,8344.7,JPY,2026-01-11T14:57:00,FAILED
925,18,5,9504.4,CAD,2026-01-11T08:18:00,COMPLETED
612,5,12,7880.34,CHF,2026-01-10T15:32:00,COMPLETED
820,15,16,4672.3,JPY,2026-01-10T17:16:00,COMPLETED
393,15,18,4409.91,CAD,2026-01-10T11:19:00,COMPLETED
218,3,8,16343.23,AUD,2026-01-10T14:03:00,COMPLETED
408,8,14,13126.93,EUR,2026-01-10T11:30:00,COMPLETED
332,8,13,11417.3,JPY,2026-01-11T16:41:00,PENDING
1000,19,4,11857.7,CHF,2026-01-10T17:51:00,COMPLETED
481,6,20,17800.58,GBP,2026-01-10T09:21:00,COMPLETED
11,18,8,13708.05,USD,2026-01-10T08:51:00,COMPLETED
88,19,2,6976.72,CAD,2026-01-12T13:04:00,COMPLETED
470,6,18,13886.53,AUD,2026-01-10T17:52:00,COMPLETED
597,15,13,7932.51,USD,2026-01-11T10:34:00,COMPLETED
379,6,14,7941.87,JPY,2026-01-11T17:27:00,COMPLETED
255,18,9,2547.15,CHF,2026-01-12T16:05:00,COMPLETED
462,2,8,11535.06,CAD,2026-01-11T10:11:00,COMPLETED
687,15,10,7347.38,CHF,2026-01-10T12:00:00,COMPLETED
779,6,11,11331.56,GBP,2026-01-10T10:11:00,FAILED
691,13,8,5296.46,CAD,2026-01-12T11:33:00,FAILED
298,16,11,18719.72,USD,2026-01-11T14:15:00,COMPLETED
900,4,8,14768.07,JPY,2026-01-11T11:04:00,COMPLETED
150,12,3,15824.11,USD,2026-01-11T16:07:00,COMPLETED
831,19,1,15153.7,GBP,2026-01-11T16:18:00,COMPLETED
984,15,7,5906.58,SGD,2026-01-11T16:16:00,COMPLETED
429,11,14,5476.01,EUR,2026-01-11T17:40:00,COMPLETED
194,12,5,4763.56,GBP,2026-01-11T11:11:00,COMPLETED
290,6,14,13075.21,SGD,2026-01-11T11:48:00,COMPLETED
221,5,16,8999.6,USD,2026-01-10T08:16:00,COMPLETED
685,5,18,3581.88,SGD,2026-01-12T17:27:00,COMPLETED
212,20,6,14437.6,USD,2026-01-11T13:43:00,FAILED
442,17,5,12762.45,CAD,2026-01-10T17:36:00,COMPLETED
724,4,19,7191.37,SGD,2026-01-12T14:56:00,COMPLETED
392,4,9,15513.5,AUD,2026-01-12T08:48:00,FAILED
673,18,9,6915.6,CAD,2026-01-10T13:55:00,PENDING
295,7,4,6647.15,SGD,2026-01-12T12:45:00,COMPLETED
273,11,16,10410.69,GBP,2026-01-12T16:08:00,COMPLETED
196,15,19,12877.69,AUD,2026-01-12T13:09:00,COMPLETED
933,18,6,10696.18,EUR,2026-01-10T14:59:00,COMPLETED
791,17,3,9699.08,CHF,2026-01-11T17:54:00,COMPLETED
122,7,9,11006.93,CHF,2026-01-11T15:07:00,COMPLETED
507,19,18,7027.71,GBP,2026-01-11T09:18:00,COMPLETED
748,7,18,10489.15,CHF,2026-01-12T15:39:00,FAILED
941,14,12,7752.95,USD,2026-01-11T13:22:00,COMPLETED
539,14,10,3249.45,SGD,2026-01-10T15:21:00,COMPLETED
15,16,3,15127.85,EUR,2026-01-10T10:50:00,PENDING
121,2,7,10392.87,SGD,2026-01-12T15:48:00,COMPLETED
581,5,2,3116.38,AUD,2026-01-12T08:49:00,PENDING
175,2,10,12028.18,AUD,2026-01-10T17:32:00,COMPLETED
707,20,11,18620.43,USD,2026-01-10T13:41:00,COMPLETED
694,20,16,3796.4,USD,2026-01-10T08:34:00,COMPLETED
153,10,14,2377.68,USD,2026-01-10T12:31:00,COMPLETED
815,10,19,4934.26,EUR,2026-01-11T17:57:00,COMPLETED
852,20,6,18207.12,GBP,2026-01-12T15:23:00,COMPLETED
440,17,8,8425.33,USD,2026-01-10T12:05:00,COMPLETED
633,19,4,8538.51,CHF,2026-01-11T11:58:00,COMPLETED
736,8,20,18576.63,CAD,2026-01-10T12:33:00,COMPLETED
51,4,12,15613.32,CAD,2026-01-12T10:59:00,COMPLETED
173,3,14,1976.46,AUD,2026-01-10T16:03:00,COMPLETED
269,2,19,11258.25,AUD,2026-01-12T12:04:00,COMPLETED
710,5,9,17978.33,SGD,2026-01-12T15:35:00,COMPLETED
950,8,1,2431.13,CHF,2026-01-11T09:38:00,FAILED
92,9,15,4915.08,SGD,2026-01-12T17:42:00,COMPLETED
235,9,3,14555.27,EUR,2026-01-11T17:52:00,COMPLETED
955,3,17,3916.61,GBP,2026-01-10T17:48:00,COMPLETED
627,20,5,15902.59,GBP,2026-01-12T16:16:00,COMPLETED
906,3,14,17146.63,SGD,2026-01-10T17:30:00,COMPLETED
572,1,17,2174.09,CAD,2026-01-10T08:42:00,COMPLETED
24,20,14,19289.04,JPY,2026-01-12T12:25:00,PENDING
808,16,17,6241.66,AUD,2026-01-10T09:52:00,COMPLETED
230,5,3,14335.1,SGD,2026-01-10T12:12:00,COMPLETED
866,15,3,12793.67,CHF,2026-01-11T13:16:00,COMPLETED
387,5,6,6325.87,SGD,2026-01-12T08:55:00,COMPLETED
944,20,3,2915.6,CHF,2026-01-11T16:21:00,COMPLETED
187,4,1,9972.84,CAD,2026-01-10T10:24:00,COMPLETED
810,10,2,13756.69,EUR,2026-01-11T15:56:00,COMPLETED
993,19,3,18212.26,EUR,2026-01-11T09:21:00,COMPLETED
87,8,4,13959.0,CHF,2026-01-12T17:51:00,COMPLETED
204,20,2,15795.08,AUD,2026-01-10T13:06:00,COMPLETED
289,14,11,14361.29,EUR,2026-01-12T10:00:00,COMPLETED
336,14,5,16858.77,JPY,2026-01-10T10:00:00,COMPLETED
608,15,12,15506.6,SGD,2026-01-12T09:11:00,PENDING
924,5,16,3052.44,JPY,2026-01-12T08:18:00,COMPLETED
178,18,1,12199.45,CHF,2026-01-10T10:17:00,PENDING
267,2,10,9923.14,SGD,2026-01-11T16:00:00,COMPLETED
137,10,12,7528.08,GBP,2026-01-10T16:26:00,COMPLETED
490,16,19,17638.99,SGD,2026-01-11T09:25:00,FAILED
463,19,11,16133.89,AUD,2026-01-12T08:45:00,PENDING
328,10,13,9351.7,AUD,2026-01-11T12:23:00,COMPLETED
940,11,20,12121.3,USD,2026-01-12T13:25:00,COMPLETED
703,9,16,12788.47,JPY,2026-01-11T08:55:00,PENDING
609,20,3,16843.77,GBP,2026-01-12T11:16:00,FAILED
134,3,11,17054.21,CAD,2026-01-11T15:55:00,COMPLETED
665,4,11,7263.97,CHF,2026-01-10T16:16:00,COMPLETED
979,4,8,16770.28,SGD,2026-01-11T17:37:00,COMPLETED
256,6,19,18835.06,GBP,2026-01-10T17:46:00,COMPLETED
162,9,6,2243.03,USD,2026-01-10T08:22:00,COMPLETED
114,14,11,12094.09,USD,2026-01-10T11:43:00,COMPLETED
85,6,20,12164.59,EUR,2026-01-10T12:06:00,COMPLETED
590,3,7,13423.19,JPY,2026-01-12T14:53:00,COMPLETED
882,2,5,9803.45,USD,2026-01-11T17:02:00,COMPLETED
313,18,14,10662.08,JPY,2026-01-10T15:22:00,COMPLETED
644,10,20,1196.39,GBP,2026-01-12T15:28:00,COMPLETED
994,1,18,6556.03,SGD,2026-01-12T14:36:00,COMPLETED
411,4,11,7382.86,CHF,2026-01-10T14:49:00,FAILED
4,15,19,5599.9,USD,2026-01-10T14:21:00,COMPLETED
901,19,16,1134.07,CAD,2026-01-10T11:59:00,PENDING
743,14,12,6998.74,AUD,2026-01-11T17:41:00,COMPLETED
455,7,6,5535.89,SGD,2026-01-10T08:39:00,PENDING
646,8,20,3431.18,USD,2026-01-11T11:41:00,COMPLETED
189,2,14,423.89,EUR,2026-01-11T17:27:00,COMPLETED
744,10,6,19753.66,SGD,2026-01-12T10:28:00,COMPLETED
657,19,9,3696.55,JPY,2026-01-11T11:15:00,FAILED
54,12,10,16419.7,JPY,2026-01-10T08:42:00,COMPLETED
916,2,17,18909.18,AUD,2026-01-10T09:24:00,COMPLETED
712,15,9,17359.85,GBP,2026-01-10T16:09:00,COMPLETED
988,4,19,13516.74,SGD,2026-01-11T16:54:00,COMPLETED
335,17,2,16789.42,EUR,2026-01-12T08:48:00,COMPLETED
985,11,18,10955.07,USD,2026-01-11T09:24:00,COMPLETED
747,4,10,9028.73,USD,2026-01-11T11:47:00,COMPLETED
978,6,3,7306.01,JPY,2026-01-11T11:38:00,COMPLETED
431,6,9,15477.91,EUR,2026-01-10T16:00:00,COMPLETED
361,13,11,8832.45,CAD,2026-01-12T17:08:00,COMPLETED
68,1,4,15579.49,JPY,2026-01-10T16:29:00,COMPLETED
519,11,3,4483.96,JPY,2026-01-12T12:26:00,COMPLETED
268,14,5,17654.99,AUD,2026-01-11T13:02:00,COMPLETED
716,5,20,5698.43,CAD,2026-01-12T13:07:00,COMPLETED
776,19,7,17656.84,EUR,2026-01-11T13:44:00,PENDING
103,16,15,6847.08,USD,2026-01-11T15:07:00,COMPLETED
907,9,1,14613.85,JPY,2026-01-10T13:27:00,COMPLETED
735,2,11,6991.21,CAD,2026-01-11T09:55:00,FAILED
341,13,15,11321.79,JPY,2026-01-11T09:41:00,PENDING
931,4,2,19875.77,GBP,2026-01-11T12:23:00,COMPLETED
845,9,15,10363.14,EUR,2026-01-10T15:40:00,FAILED
483,4,2,7888.4,SGD,2026-01-10T08:23:00,COMPLETED
504,1,6,3895.63,JPY,2026-01-10T11:02:00,COMPLETED
83,2,1,18994.75,JPY,2026-01-10T17:09:00,COMPLETED
281,17,7,11239.69,SGD,2026-01-12T14:20:00,COMPLETED
35,15,10,8489.0,SGD,2026-01-10T11:18:00,COMPLETED
878,15,7,2841.86,JPY,2026-01-10T17:15:00,COMPLETED
892,2,20,3641.01,SGD,2026-01-12T09:40:00,COMPLETED
822,3,16,2302.1,SGD,2026-01-11T10:18:00,FAILED
647,6,3,19936.5,CAD,2026-01-11T14:25:00,COMPLETED
450,18,8,1939.77,EUR,2026-01-10T09:00:00,COMPLETED
926,3,1,17442.28,JPY,2026-01-12T13:26:00,COMPLETED
216,2,16,17488.63,EUR,2026-01-12T16:54:00,COMPLETED
305,7,19,10756.37,GBP,2026-01-11T16:28:00,COMPLETED
840,5,14,17210.05,CAD,2026-01-12T10:29:00,COMPLETED
775,18,5,7891.68,AUD,2026-01-11T08:11:00,COMPLETED
854,5,16,15067.59,CAD,2026-01-11T11:42:00,COMPLETED
309,12,3,10846.21,USD,2026-01-10T15:02:00,COMPLETED
262,13,5,15225.27,EUR,2026-01-11T11:29:00,COMPLETED
403,16,9,6491.16,CHF,2026-01-11T16:36:00,COMPLETED
9,15,12,3294.95,AUD,2026-01-10T12:44:00,PENDING
398,9,5,14043.46,GBP,2026-01-10T10:45:00,COMPLETED
454,14,13,9947.72,CAD,2026-01-12T14:11:00,COMPLETED
243,8,4,566.97,GBP,2026-01-11T16:24:00,COMPLETED
548,13,12,12246.6,GBP,2026-01-11T15:07:00,COMPLETED
125,16,10,10202.0,CHF,2026-01-11T15:30:00,COMPLETED
945,19,13,1814.54,CAD,2026-01-12T12:26:00,COMPLETED
813,15,4,5489.45,GBP,2026-01-11T09:00:00,PENDING
718,16,7,2020.13,CAD,2026-01-12T15:33:00,PENDING
655,18,1,14031.33,CHF,2026-01-10T12:05:00,COMPLETED
317,2,5,10102.72,CHF,2026-01-10T17:20:00,COMPLETED
394,15,9,7004.11,EUR,2026-01-11T09:49:00,COMPLETED
566,5,4,7778.74,AUD,2026-01-12T14:26:00,COMPLETED
260,13,10,9098.21,USD,2026-01-10T15:26:00,COMPLETED
246,15,3,16219.74,AUD,2026-01-12T13:45:00,COMPLETED
876,10,7,3573.54,USD,2026-01-11T11:19:00,PENDING
708,18,4,2560.26,JPY,2026-01-11T16:50:00,PENDING
56,13,18,6656.44,USD,2026-01-10T12:11:00,COMPLETED
679,14,6,3718.53,USD,2026-01-10T11:42:00,COMPLETED
758,14,10,18199.22,AUD,2026-01-11T16:08:00,COMPLETED
36,2,19,14727.96,USD,2026-01-12T13:03:00,COMPLETED
621,17,9,4269.77,GBP,2026-01-10T13:38:00,FAILED
661,16,6,19688.67,CHF,2026-01-11T11:48:00,COMPLETED
22,8,2,4855.39,EUR,2026-01-10T15:52:00,COMPLETED
